Brand,Price,Location,Rating,Sold
Axioo,Rp4.199.000,Jakarta Utara,5.0,100+ terjual
Hp,Rp13.910.000,Jakarta Utara,4.8,100+ terjual
Hp,Rp1.500.000,Jakarta Utara,4.5,17 terjual
Lenovo,Rp19.999.000,Jakarta Pusat,4.8,100+ terjual
Asus,Rp10.999.000,Surabaya,0,1 terjual
Asus,Rp3.849.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp2.800.000,Jakarta Barat,5.0,250+ terjual
Axioo,Rp2.749.000,Denpasar,5.0,2 terjual
Lenovo,Rp9.489.000,Jakarta Utara,5.0,90+ terjual
Asus,Rp5.889.000,Jakarta Utara,5.0,100+ terjual
Asus,Rp11.099.000,Jakarta Pusat,0,0 terjual
Lenovo,Rp3.499.999,Bandung,0,0 terjual
Axioo,Rp2.499.000,Bandung,5.0,2 terjual
Asus,Rp1.800.000,Jakarta Barat,4.6,10 terjual
Asus,Rp8.039.000,Jakarta Selatan,5.0,6 terjual
Lenovo,Rp8.775.000,Tangerang,5.0,40+ terjual
Asus,Rp10.469.000,Depok,5.0,4 terjual
Axioo,Rp2.769.000,Denpasar,5.0,40+ terjual
Lenovo,Rp8.179.000,Jakarta Pusat,5.0,500+ terjual
Axioo,Rp2.449.000,Jakarta Utara,4.9,250+ terjual
Asus,Rp3.849.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp2.000.000,Bandung,4.9,1rb+ terjual
Asus,Rp1.700.000,Jakarta Barat,4.6,500+ terjual
Lenovo,Rp9.499.000,Jakarta Utara,5.0,21 terjual
Lenovo,Rp19.999.000,Jakarta Barat,0,0 terjual
Asus,Rp5.679.000,Jakarta Utara,5.0,1rb+ terjual
Infinix,Rp5.399.000,Jakarta Pusat,5.0,90+ terjual
Advan,Rp2.499.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp13.599.000,Jakarta Utara,5.0,9 terjual
Infinix,Rp5.226.000,Jakarta Pusat,4.9,1rb+ terjual
Zyrex,Rp3.349.000,Jakarta Utara,4.8,90+ terjual
Lenovo,Rp2.200.000,Jakarta Pusat,4.9,250+ terjual
Hp,Rp8.499.000,Jakarta Pusat,5.0,100+ terjual
Dell,Rp6.999.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp11.049.000,Surabaya,0,0 terjual
Hp,Rp9.099.000,Jakarta Pusat,5.0,2 terjual
Lenovo,Rp10.249.000,Surabaya,5.0,7 terjual
Lenovo,Rp6.069.000,Jakarta Utara,5.0,250+ terjual
Dell,Rp2.600.000,Jakarta Pusat,4.9,100+ terjual
Lenovo,Rp5.599.000,Denpasar,5.0,16 terjual
Lenovo,Rp4.250.000,Jakarta Barat,4.9,100+ terjual
Lenovo,Rp8.999.000,Jakarta Pusat,5.0,90+ terjual
Lenovo,Rp1.700.000,Pekanbaru,0,0 terjual
Lenovo,Rp2.590.000,Jakarta Utara,5.0,22 terjual
Asus,Rp7.499.000,Jakarta Utara,4.8,250+ terjual
Asus,Rp4.799.000,Bandung,5.0,2 terjual
Lenovo,Rp10.999.000,Jakarta Pusat,5.0,5 terjual
Advan,Rp2.999.000,Kab. Tangerang,4.8,100+ terjual
Advan,Rp6.999.000,Kab. Tangerang,4.9,1rb+ terjual
Asus,Rp4.804.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp6.899.000,Jakarta Utara,4.9,100+ terjual
Advan,Rp6.649.000,Jakarta Utara,5.0,100+ terjual
Asus,Rp8.149.000,Jakarta Timur,4.8,28 terjual
Asus,Rp22.999.000,Jakarta Utara,0,0 terjual
Axioo,Rp2.498.000,Jakarta Pusat,4.9,100+ terjual
Asus,Rp11.184.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp6.899.000,Jakarta Utara,4.9,250+ terjual
Lenovo,Rp900.000,Jakarta Pusat,5.0,5 terjual
Asus,Rp5.954.800,Medan,0,0 terjual
Acer,Rp4.899.000,Jakarta Barat,5.0,19 terjual
Asus,Rp6.349.000,Jakarta Pusat,5.0,100+ terjual
Advan,Rp2.200.000,Surabaya,4.9,100+ terjual
Asus,Rp11.949.000,Jakarta Pusat,4.9,100+ terjual
Lenovo,Rp3.000.000,Jakarta Utara,5.0,100+ terjual
Advan,Rp2.339.000,Jakarta Selatan,5.0,250+ terjual
Asus,Rp5.689.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp5.800.000,Bandung,5.0,1 terjual
Axioo,Rp4.199.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp8.149.000,Jakarta Utara,4.9,750+ terjual
Zyrex,Rp4.199.000,Jakarta Utara,4.9,90+ terjual
Lenovo,Rp17.340.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp2.050.000,Jakarta Barat,4.6,40+ terjual
Msi,Rp8.099.000,Jakarta Pusat,5.0,80+ terjual
Hp,Rp1.709.000,Kab. Sleman,0,1 terjual
Lenovo,Rp2.400.000,Jakarta Utara,5.0,100+ terjual
Advan,Rp4.399.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp8.179.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp8.179.000,Jakarta Utara,5.0,100+ terjual
Dell,Rp1.999.000,Jakarta Barat,0,1 terjual
Lenovo,Rp3.600.000,Pontianak,0,0 terjual
Apple,Rp14.399.000,Jakarta Selatan,5.0,2 terjual
Lenovo,Rp3.000.000,Bandung,5.0,1 terjual
Asus,Rp7.399.000,Jakarta Utara,5.0,250+ terjual
Lenovo,Rp4.949.000,Makassar,5.0,8 terjual
Asus,Rp9.849.000,Jakarta Utara,5.0,100+ terjual
Acer,Rp5.629.000,Jakarta Utara,5.0,100+ terjual
Asus,Rp7.399.000,Kab. Tangerang,0,0 terjual
Hp,Rp7.099.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp3.050.000,Bandung,5.0,100+ terjual
Zyrex,Rp2.399.000,Bekasi,0,0 terjual
Lenovo,Rp4.449.000,Jakarta Utara,5.0,250+ terjual
Dell,Rp2.900.000,Bandung,4.9,100+ terjual
Acer,Rp4.669.000,Jakarta Pusat,5.0,750+ terjual
Advan,Rp2.999.000,Kab. Tangerang,4.9,500+ terjual
Lenovo,Rp2.799.999,Jakarta Barat,5.0,50+ terjual
Asus,Rp6.169.000,Denpasar,5.0,1 terjual
Lenovo,Rp4.379.000,Jakarta Utara,4.9,100+ terjual
Amoli,Rp2.800.000,Jakarta Barat,4.9,2rb+ terjual
Lenovo,Rp1.899.000,Jakarta Barat,4.9,100+ terjual
Msi,Rp9.900.000,Kab. Bogor,0,0 terjual
Asus,Rp25.299.000,Jakarta Pusat,4.9,100+ terjual
Lenovo,Rp14.699.000,Jakarta Pusat,4.8,90+ terjual
Acer,Rp4.999,Jakarta Utara,5.0,5 terjual
Asus,Rp6.149.000,Denpasar,5.0,22 terjual
Hp,Rp6.489.000,Jakarta Utara,4.9,100+ terjual
Asus,Rp6.121.000,Surabaya,5.0,30+ terjual
Asus,Rp5.805.000,Jakarta Pusat,5.0,100+ terjual
Asus,Rp8.449.000,Kab. Karawang,5.0,4 terjual
Acer,Rp10.399.000,Jakarta Selatan,5.0,5 terjual
Hp,Rp6.399.000,Jakarta Utara,5.0,250+ terjual
Lenovo,Rp4.355.000,Semarang,5.0,7 terjual
Axioo,Rp4.199.000,Jakarta Selatan,5.0,40+ terjual
Lenovo,Rp6.899.000,Jakarta Utara,4.9,100+ terjual
Acer,Rp12.849.000,Jakarta Utara,0,1 terjual
Asus,Rp2.090.000,Jakarta Timur,5.0,10 terjual
Apple,Rp10.559.000,Jakarta Pusat,5.0,100+ terjual
Dell,Rp13.499.000,Jakarta Utara,4.9,100+ terjual
Hp,Rp1.400.000,Kab. Bekasi,4.5,70+ terjual
Axioo,Rp2.489.000,Surabaya,0,0 terjual
Apple,Rp1.890.000,Jakarta Utara,4.9,21 terjual
Lenovo,Rp4.279.000,Depok,5.0,11 terjual
Lenovo,Rp39.999.000,Jakarta Selatan,0,0 terjual
Apple,Rp19.999.000,Bandung,5.0,60+ terjual
Hp,Rp1.700.000,Kab. Bekasi,4.3,6 terjual
Hp,Rp5.599.000,Jakarta Barat,5.0,100+ terjual
Lenovo,Rp10.249.000,Jakarta Utara,5.0,750+ terjual
Asus,Rp300.000,Bekasi,0,0 terjual
Axioo,Rp4.229.000,Jakarta Pusat,4.9,2rb+ terjual
Asus,Rp9.899.000,Jakarta Utara,4.9,100+ terjual
Asus,Rp6.249.000,Jakarta Pusat,5.0,30+ terjual
Lenovo,Rp6.345.000,Semarang,0,0 terjual
Asus,Rp107.000.000,Jakarta Timur,0,0 terjual
Axioo,Rp4.199.000,Depok,0,2 terjual
Apple,Rp800.000,Jakarta Selatan,0,1 terjual
Asus,Rp5.959.000,Jakarta Utara,4.9,250+ terjual
Asus,Rp6.725.000,Jakarta Pusat,5.0,250+ terjual
Asus,Rp9.399.000,Malang,0,1 terjual
Dell,Rp6.250.000,Jakarta Barat,5.0,70+ terjual
Asus,Rp1.250.000,Jakarta Barat,4.9,23 terjual
Asus,Rp3.849.000,Medan,0,1 terjual
Hp,Rp3.299.999,Jakarta Barat,4.9,19 terjual
Axioo,Rp6.599.000,Jakarta Selatan,5.0,100+ terjual
Asus,Rp6.169.000,Denpasar,5.0,3 terjual
Infinix,Rp5.599.000,Jakarta Pusat,5.0,250+ terjual
Asus,Rp14.999.000,Tangerang Selatan,5.0,1 terjual
Axioo,Rp5.389.000,Jakarta Selatan,5.0,80+ terjual
Lenovo,Rp8.149.000,Jakarta Utara,4.9,100+ terjual
Acer,Rp8.129.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp1.850.000,Jakarta Barat,4.9,1rb+ terjual
Asus,Rp5.500.000,Tangerang,0,0 terjual
Lenovo,Rp14.949.000,Depok,5.0,1 terjual
Lenovo,Rp3.200.000,Bandung,4.5,6 terjual
Lenovo,Rp2.850.000,Jakarta Utara,5.0,1 terjual
Lenovo,Rp3.900.000,Jakarta Barat,4.9,250+ terjual
Lenovo,Rp1.856.250,Jakarta Barat,4.8,100+ terjual
Msi,Rp88.799.000,Jakarta Selatan,0,0 terjual
Dell,Rp8.399.000,Jakarta Pusat,5.0,1 terjual
Apple,Rp6.400.000,Batam,5.0,4 terjual
Lenovo,Rp4.490.000,Jakarta Pusat,4.8,40+ terjual
Acer,Rp7.199.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp4.900.000,Jakarta Barat,5.0,500+ terjual
Lenovo,Rp2.000,Surabaya,0,0 terjual
Msi,Rp5.299.000,Jakarta Utara,5.0,8 terjual
Dell,Rp4.550.000,Jakarta Pusat,5.0,18 terjual
Lenovo,Rp4.100.000,Bandung,0,0 terjual
Lenovo,Rp2.550.000,Jakarta Pusat,5.0,30+ terjual
Hp,Rp7.746.000,Surabaya,0,0 terjual
Lenovo,Rp3.299.999,Jakarta Barat,5.0,30+ terjual
Hp,Rp5.523.000,Makassar,5.0,3 terjual
Asus,Rp6.849.000,Jakarta Pusat,4.9,100+ terjual
Lenovo,Rp1.550.000,Bandung,5.0,100+ terjual
Axioo,Rp2.449.000,Jakarta Utara,4.9,2rb+ terjual
Lenovo,Rp6.949.000,Jakarta Utara,4.9,100+ terjual
Asus,Rp11.539.000,Jakarta Pusat,4.6,100+ terjual
Axioo,Rp3.049.000,Jakarta Utara,4.9,70+ terjual
Dell,Rp5.000.000,Bogor,0,0 terjual
Asus,Rp3.849.000,Jakarta Utara,4.9,1rb+ terjual
Lenovo,Rp1.990.000,Jakarta Pusat,5.0,500+ terjual
Asus,Rp8.505.000,Jakarta Pusat,5.0,100+ terjual
Hp,Rp15.490.000,Tangerang Selatan,0,0 terjual
Spc,Rp3.749.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp6.069.000,Depok,5.0,5 terjual
Lenovo,Rp4.750.000,Jakarta Barat,4.9,100+ terjual
Lenovo,Rp4.379.000,Jakarta Utara,5.0,250+ terjual
Lenovo,Rp14.499.000,Jakarta Utara,5.0,30+ terjual
Acer,Rp7.199.000,Jakarta Selatan,4.0,2 terjual
Lenovo,Rp2.150.000,Jakarta Utara,4.7,8 terjual
Asus,Rp8.235.000,Jakarta Pusat,4.8,250+ terjual
Lenovo,Rp6.499.000,Jakarta Barat,5.0,500+ terjual
Hp,Rp4.859.000,Jakarta Utara,5.0,250+ terjual
Acer,Rp8.850.000,Pontianak,0,0 terjual
Hp,Rp5.849.000,Depok,0,0 terjual
Asus,Rp5.709.000,Denpasar,4.8,18 terjual
Asus,Rp7.729.000,Jakarta Pusat,5.0,9 terjual
Asus,Rp4.745.000,Denpasar,5.0,2 terjual
Zyrex,Rp2.399.000,Surabaya,0,1 terjual
